,business_name,location,inspection_score
5068,Jin Mi BBQ & Tofu,"(37.7818371, -122.4166946)",89.0
5069,Senor Sisig #4,"(37.8067864, -122.4314179)",89.0
5070,Artis Coffee,"(37.7773228, -122.4250165)",94.0
5071,Way To Life Foods,"(37.7803868, -122.4129543)",100.0
5072,Chef Gao Restaurant Inc,"(37.7323821, -122.474348)",84.0
5073,Farmhouse Kitchen Thai Cuisine,"(37.7602175, -122.4112856)",82.0
5074,Pupuseria Metapan,"(37.7219473, -122.4365216)",88.6666666667
5075,Blue Bottle Coffee,"(37.7767687, -122.4166164)",94.5
5076,Crazy Gringo Taco Wagon Salsa,"(37.7278702, -122.4770819)",100.0
5077,Khao San Thai Food,"(37.7697799, -122.4120353)",90.0
5078,Go JoJo's MoJo,"(37.7697799, -122.4120353)",87.8571428571
5079,Tanuki Restaurant,"(37.7845947, -122.4648947)",92.0
5080,Serpentine,"(37.7581481, -122.3880873)",86.0
5081,Glaze Teriyaki,"(37.8005024, -122.437723)",87.0
5082,Chim Restaurant,"(37.7943812, -122.4039902)",96.0
5084,Mona Lisa Restaurant,"(37.7983708, -122.4077662)",86.0
5085,California Hot Press Inc,"(37.7495088, -122.4184165)",90.0
5086,Montesacro,"(37.7817956, -122.4102587)",86.0
5087,Feel Good Bakery,"(37.7646972, -122.4333552)",100.0
5089,SF Rescue Mission,"(37.7834176, -122.4115583)",92.0
5091,Noriega Produce LLC,"(37.7527342, -122.504854)",86.1428571429
5092,Zzan,"(37.7876, -122.4123571)",91.0
5093,Trestle,"(37.7961962, -122.4045409)",100.0
5094,Ichi Kakiya,"(37.7426817, -122.4215423)",100.0
5095,J & Y Cafe Inc.,"(37.729431, -122.4046201)",81.0
5097,Epicurean at Dolby,"(37.7775512, -122.4156849)",93.0
5098,Marcella's Lasagneria E Cucina,"(37.7580604, -122.3891494)",89.0
5099,"Teaway, LLC","(37.7634766, -122.4823893)",92.0
5100,Starbucks Coffee #9211,"(37.7938462, -122.3948366)",100.0
5101,Tavares Inc.,"(37.765725, -122.402024)",95.0
5102,Mizutani Sushi Bar,"(37.7851686, -122.4648815)",94.0
5103,The Pin Up,"(37.782711, -122.4005882)",89.0
5104,Pizza Joint,"(37.7761503, -122.4918133)",93.6666666667
5105,Lazeez,"(37.7513918, -122.4300348)",97.0
5106,Fish and Farm,"(37.7951109, -122.4007168)",93.5
5107,Taqueria Mexico Tipico,"(37.7249279, -122.4343267)",84.0
5108,The Hummus Guy Corp.,"(37.7833136, -122.4618978)",100.0
5109,Hula Truck,"(37.8067864, -122.4314179)",84.6666666667
5110,Bon Marche Brasserie & Bar,"(37.7767687, -122.4166164)",90.0
5111,Lark,"(37.7610908, -122.4341939)",88.75
5112,Bon Appetit @ Twitter,"(37.776275, -122.4162807)",98.0
5113,Bon Appetit @ Twitter,"(37.776275, -122.4162807)",94.0
5115,Bon Appetit @ Twitter,"(37.776275, -122.4162807)",93.5
5116,Aloha Hawaiian Barbecue,"(37.7194255, -122.4386237)",89.4
5118,Slice House by Tony Gemignani,"(37.7807773, -122.3913243)",91.0
5119,Old Bus Tavern,"(37.7457009, -122.4195079)",96.0
5120,Gallery Cafe,"(37.7948302, -122.4112927)",99.0
5121,The Barrel Room,"(37.7942702, -122.4016371)",94.6666666667
5122,Christine's Sausage,"(37.7803868, -122.4129543)",100.0
5124,Tacos El Paisano #2,"(37.7697799, -122.4120353)",90.0
5125,AT&T - Food Cart,"(37.7785351, -122.3894833)",100.0
5126,AT&T Park - Wine Cart,"(37.7785351, -122.3894833)",100.0
5127,AT&T Park - Food Cart,"(37.7785351, -122.3894833)",98.8
5128,AT&T Park - Coors Light Plaza,"(37.7785351, -122.3894833)",98.6666666667
5130,AT&T Park - Beer Cart P14,"(37.7785351, -122.3894833)",96.0
5131,AT&T Park - Food Cart P2,"(37.7785351, -122.3894833)",100.0
5132,AT&T Park - Beer Cart P15,"(37.7785351, -122.3894833)",100.0
5133,Szechuan Taste Restaurant Inc,"(37.7428063, -122.4761137)",83.8888888889
5135,No No Burger,"(37.7697799, -122.4120353)",89.8
5136,Don Pablo,"(37.8067864, -122.4314179)",84.0
5137,3 Brothers Kitchen,"(37.8067864, -122.4314179)",98.0
5138,Park Central Hotel SF-Banquet & Catering,"(37.7864234, -122.4031008)",78.0
5139,Park Central Hotel SF-Employee Cafeteria,"(37.7864234, -122.4031008)",83.0
5140,Asha Tea House,"(37.7881803, -122.4036958)",87.0
5141,Park Central Hotel SF-Garde Manger,"(37.7864234, -122.4031008)",85.0
5142,Park Central Hotel SF-Maso,"(37.7864234, -122.4031008)",78.0
5143,Park Central Hotel SF-3rd Floor Pantry,"(37.7864234, -122.4031008)",81.0
5144,Pressed,"(37.7943636, -122.3956982)",97.3333333333
5145,Belga,"(37.7977014, -122.4324277)",90.6
5146,Super Duper,"(37.7914468, -122.40403)",91.75
5147,Hops & Hominy,"(37.7892867, -122.4054284)",96.0
5148,Blue Bottle Coffee,"(37.7914251, -122.4010378)",88.75
5149,The Storehouse,"(37.7285533, -122.366947)",100.0
5150,San Francisco Giants,"(37.7785351, -122.3894833)",90.3333333333
5151,Chez Maman,"(37.7624429, -122.3967113)",91.0
5152,Smitten Ice Cream,"(37.7890469, -122.4342663)",92.8
5153,Acquolina,"(37.8006479, -122.4089845)",72.875
5154,Philz Coffee,"(37.7601095, -122.4346984)",98.0
5155,Larkin Street Youth Services,"(37.7822606, -122.4129867)",94.0
5156,Anzu To You,"(37.7697799, -122.4120353)",86.0
5157,Philz Coffee,"(37.7646082, -122.4013021)",100.0
5158,Serenity Specialty Foods,"(37.7637067, -122.4660185)",100.0
5159,Loews Regency San Francisco (Main Kitchen),"(37.7925324, -122.4007072)",86.2857142857
5160,Loews Regency San Francisco (Bar Pantry),"(37.7925324, -122.4007072)",94.0
5161,Loews Regency San Francisco (Employee Cafeteria),"(37.7925324, -122.4007072)",95.5
5162,Loews Regency San Francisco (Pantry),"(37.7925324, -122.4007072)",97.3333333333
5163,Loews Regency San Francisco (Pastry Kitchen),"(37.7925324, -122.4007072)",94.0
5164,Serenity Specialty Foods,"(37.768712, -122.3902089)",100.0
5166,Hinata Sushi,"(37.7831056, -122.4206372)",98.0
5167,Hayabusa,"(37.7837031, -122.3943769)",94.0
5168,Lychee Cafe No.2,"(37.7630772, -122.4830771)",83.0
5169,Project Juice,"(37.7772362, -122.4224061)",96.0
5170,Alice Chinese Bistro,"(37.762386, -122.4665591)",82.0
5172,Sam Wo Restaurant & Bakery,"(37.794238, -122.4051104)",86.0
5173,The Richfield,"(37.7849868, -122.4636995)",95.0
5174,Ping's Raw Foods,"(37.7514056, -122.4289997)",100.0
5175,Love Healthy Foods,"(37.7833136, -122.4618978)",100.0
5176,Chaiya Thai Restaurant,"(37.741088, -122.4650793)",92.0
5177,Mellow's Cafe,"(37.7429546, -122.481231)",96.0
5178,Stanford Hotel,"(37.7905571999999, -122.4038736)",100.0
5180,Taqueria Girasol Inc,"(37.7223946, -122.4786143)",90.0
5181,Sqwers Restaurant,"(37.7817187, -122.4513786)",68.0
5183,My Tofu House,"(37.7805256, -122.4690967)",98.0
5185,TJ Cups Inc,"(37.7535035999999, -122.4900165)",94.5
5186,El Rincon Yucateco,"(37.7856889, -122.4127791)",100.0
5187,JW&L Market,"(37.7986858, -122.4090436)",86.8888888889
5188,Little Kitchen,"(37.7989757, -122.4225765)",81.5
5189,Five Star Truffles,"(37.7606269, -122.4368867)",100.0
5190,Corner Bakery Cafe #1584,"(37.7880302, -122.4026327)",97.0
5191,Nombe Catering & Events,"(37.7841182, -122.4104099)",92.0
5193,City Super,"(37.7960736, -122.4080406)",78.0
5194,Edible Arrangements,"(37.8052446, -122.4156028)",94.6666666667
5196,Local Brewing Co LLC,"(37.7764897, -122.39716)",100.0
5197,Chipotle Mexican Grill,"(37.7821682, -122.4464584)",96.0
5198,Rubin's Market,"(37.7494508, -122.4135721)",93.2
5199,Left Coast Catering,"(37.725025, -122.3879063)",98.0
5200,Provender,"(37.7624555, -122.3968396)",96.5
5202,Golden Gate University Bookstore,"(37.7892505, -122.3989058)",100.0
5203,BEL SF,"(37.7452526, -122.4198439)",100.0
5204,Ly's Vietnamese Cuisine,"(37.8003011, -122.4306392)",90.0
5205,Courtyard San Francisco Union Square,"(37.7872681, -122.4142493)",100.0
5206,La Capra Coffee,"(37.7826875, -122.3983425)",88.8571428571
5209,Bund Shanghai Restaurant,"(37.796365, -122.40598)",77.1818181818
5210,San Francisco Marriott Union Square - Employee,"(37.7894032, -122.4083743)",98.0
5211,San Francisco Marriott Union Square - Main Kitchen,"(37.7894383, -122.4083783)",94.6666666667
5212,SF Marriott Union Square (Banquet Kitchen),"(37.7824843, -122.4080736)",99.0
5213,Lou's Cafe,"(37.7926387, -122.3989854)",88.3333333333
5214,The Spice Jar,"(37.754284, -122.4095367)",93.1428571429
5215,Fine and Rare,"(37.7808859, -122.4195896)",82.8
5216,Kio Ramen,"(37.7759392, -122.4968226)",70.1333333333
5219,Petit Crenn,"(37.7762706, -122.4265293)",94.0
5222,The Plant Cafe Organic,"(37.7599343, -122.3884357)",94.5
5223,The Storehouse,"(37.7285533, -122.366947)",100.0
5224,The Soapbox Cafe,"(37.7975025, -122.4185627)",90.0
5225,Happy Donuts,"(37.7849455, -122.4109421)",83.6666666667
5226,B On The Go LLC,"(37.7882761, -122.4403146)",94.6666666667
5229,"Williams-Sonoma, Inc.","(37.8009263, -122.4022537)",90.0
5231,Fuji Restaurant,"(37.7377663, -122.4689871)",67.0
5232,Moonchef LLC,"(37.7928463999999, -122.4083741)",100.0
5233,Cathay Express Restaurant,"(37.767923, -122.4295363)",87.0
5234,The Italian Homemade Company,"(37.7974215, -122.4309704)",80.0
5235,Royal Ground Coffee,"(37.7971437, -122.4218583)",84.0
5236,Orson's Belly,"(37.7764694, -122.4777903)",96.0
5237,Bei Fang Style,"(37.7635729, -122.4818661)",88.5714285714
5238,City Pizza and Burger Inc.,"(37.7982921, -122.4049285)",73.6666666667
5240,George and Lennie,"(37.7814449, -122.4149986)",94.0
5241,Golden State Market,"(37.7265701, -122.4337024)",83.6
5242,Nucha,"(37.7646972, -122.4333552)",100.0
5243,Buzz Express,"(37.7909262, -122.4038582)",84.75
5245,JT Market,"(37.7619329, -122.466404)",84.0
5246,As Quoted,"(37.7873293, -122.4521504)",89.0
5247,Sam's Chowder Mobile #4,"(37.8067864, -122.4314179)",98.0
5248,Leland Market,"(37.7115527, -122.4052651)",86.0
5249,Paojao Dumpling & Noodles,"(37.7909262, -122.4038582)",90.6666666667
5250,Burma Love,"(37.769625, -122.4220989)",86.0
5251,A Desi Cafe,"(37.7538871, -122.4798691)",94.0
5252,Kobani Mediteranean Grill,"(37.7998723, -122.4409693)",58.0
5253,7 Eleven Store #2366-39475B,"(37.7421486, -122.4226268)",86.9090909091
5254,Bellissimo Pizza,"(37.7885238, -122.4154548)",88.0
5255,Amitis Cafe,"(37.7738615, -122.4458442)",90.0
5256,San Dong Best Inc,"(37.7809779, -122.4596285)",78.4166666667
5257,The Spot Lounge,"(37.7421809, -122.4911737)",96.0
5258,Z011 Coffee Traders,"(37.7789499, -122.4320979)",92.6666666667
5261,I.C.U. Market & Deli Inc.,"(37.7805166, -122.4084162)",92.3333333333
5262,Phil'z Coffee,"(37.7942169, -122.3956663)",97.3333333333
5263,The Moonshot,"(37.7992224, -122.4354956)",96.0
5269,Bar Nua,"(37.7999816, -122.410018)",87.1111111111
5270,Can Tho Coffee Shop,"(37.7846358, -122.4131046)",88.0
5272,Lung Fung Bakery,"(37.7821075, -122.4788888)",65.8571428571
5274,The Barbary Coast,"(37.7998525, -122.4072593)",94.0
5275,Wise Sons Delicatessen,"(37.7836426, -122.4324328)",88.0
5276,2227 Irving Seafood Market Inc,"(37.7631859, -122.4819661)",72.9473684211
5277,Lakshmi Lassi,"(37.7833136, -122.4618978)",100.0
5278,The Hall,"(37.7735248, -122.4212212)",94.0
5279,Pescatore,"(37.8063326, -122.4139529)",88.8888888889
5281,Earthbar,"(37.7918224999999, -122.4012891)",96.0
5283,Silk Road,"(37.7278702, -122.4770819)",96.0
5284,Bruno's Pizza & Restaurant,"(37.7821663, -122.4327686)",93.0
5285,La Parrilla Grill,"(37.7523758, -122.4138638)",85.5
5287,Taste of Jiangnan,"(37.783245, -122.4629421)",75.0
5288,Earthbar,"(37.7865509, -122.4043343)",88.3846153846
5289,Proper Food,"(37.7933836, -122.400833)",100.0
5291,Z. Cioccolato,"(37.7993836, -122.4084987)",90.6666666667
5292,Noc Noc on Broadway,"(37.7978189, -122.4057744)",96.0
5294,Twin Peaks Pizza and Pasta,"(37.7439832, -122.4265039)",90.0
5295,Moo-Dee,"(37.7624733, -122.4659524)",74.0
5298,Chatown Beverage LLC,"(37.7955458, -122.4097018)",81.0
5299,Counter Offer,"(37.7601717999999, -122.4173293)",93.5
5304,Pinkies Bakery,"(37.7391011, -122.4141424)",85.75
5305,Delarosa,"(37.7862298, -122.4042347)",84.2857142857
5306,I-Tea Kearny SF,"(37.7905266, -122.4042567)",96.0
5307,Chomp Station,"(37.7697799, -122.4120353)",87.0
5308,Graze Salad Bar,"(37.781883, -122.411323)",98.0
5309,Juice Shop,"(37.7900607, -122.4024712)",87.0
5310,TFM Cafe,"(37.7425986999999, -122.4809192)",90.0
5312,Regalito Rosticeria,"(37.7615751, -122.4211574)",100.0
5315,Cup A Joe Coffehaus,"(37.7886251, -122.4150795)",84.0
5316,Latte Express #5,"(37.7942335, -122.4045476)",85.0
5317,Mandarin House SF,"(37.7415338, -122.4228111)",70.9230769231
5318,The Bagel Bakery Cafe,"(37.7794001, -122.3914437)",90.0
5319,Common Sage,"(37.7913755999999, -122.4206243)",80.0833333333
5320,Royal Ground Coffee,"(37.7822543, -122.4845442)",86.1818181818
5321,Earth's Coffee,"(37.7816507, -122.4557113)",100.0
5323,Tacos El Gondo,"(37.8067864, -122.4314179)",88.0
5324,Bon Appetit Management Co,"(37.7752315, -122.4175278)",98.0
5325,Bon Appetit Management Co,"(37.7876542, -122.4027601)",100.0
5326,TANCCA,"(37.7976449, -122.4099439)",88.75
5327,Lucky Ocean Cafe,"(37.7241721, -122.4583585)",82.0
5328,Genji Ocean,"(37.7238702, -122.4546242)",100.0
5329,Genji Sushi,"(37.7813029, -122.399853)",98.0
5331,NKG Cafe,"(37.7115956, -122.4042725)",83.2
5333,Pompei's Grotto,"(37.8081283, -122.4181138)",92.5
5334,"Dong Hing, LLC","(37.7969741, -122.4083876)",82.0
5336,My Pot,"(37.7473818, -122.4596398)",98.0
5338,Live Feed,"(37.7457068, -122.3988245)",98.0
5339,Marengo on the Alley,"(37.7942474, -122.4019692)",90.25
5340,TEA FM,"(37.7278702, -122.4770819)",84.0
5341,Cream,"(37.7278702, -122.4770819)",100.0
5342,"Crepe and Brioche, Inc.","(37.7833122, -122.4327268)",100.0
5343,The Plant Cafe Organic,"(37.7916899, -122.4023125)",90.25
5346,iNoodles,"(37.7223946, -122.4786143)",93.6
5348,San Francisco Organic,"(37.748782, -122.4151336)",100.0
5350,Pedrito's,"(37.7540153, -122.4177788)",90.0
5352,Mi Yucatan,"(37.7515301, -122.4181987)",88.5
5353,Kisu Japanese Cuisine,"(37.7916102, -122.4039406)",87.0
5354,"New Fruit Garden, LLC","(37.7970316, -122.408308)",74.0
5355,Gus's Community Market,"(37.7638201, -122.4127631)",83.0
5357,Ruru Juice LLC,"(37.7842912, -122.4235135)",89.0
5359,Sugoi Sushi,"(37.7544792, -122.4211874)",88.0
5360,Coffee Legend,"(37.7805245, -122.4687717)",86.0
5361,Mateo's Taqueria,"(37.7575518, -122.4187301)",87.75
5362,Lady Saigon,"(37.8067864, -122.4314179)",79.1111111111
5364,Cafe Chaat,"(37.7834893, -122.398841)",73.0
5365,Super Pan,"(37.7806806, -122.4770192)",88.4
5366,The Dorian,"(37.800635, -122.4364466)",94.0
5369,Gyros on Wheels,"(37.7697799, -122.4120353)",90.0
5370,Kaiju Eats Inc,"(37.7811363, -122.4555484)",74.3076923077
5371,Grubstake,"(37.7893852, -122.4208425)",98.0
5372,F2 Founders LLC,"(37.7778751, -122.4234792)",91.0
5373,Target Store T3203-Starbucks,"(37.7252648, -122.4615817)",96.0
5374,Moxies,"(37.7883553, -122.4094125)",100.0
5375,Native Baking Company,"(37.75254, -122.4108485)",100.0
5377,Specialty's Cafe & Bakery,"(37.793949, -122.398062)",88.0
5378,Thainery,"(37.7909262, -122.4038582)",97.3333333333
5379,Starbucks Coffee #9211,"(37.7938462, -122.3948366)",96.0
5380,Starbucks Coffee Company #25428,"(37.7715922, -122.3885887)",96.0
5382,Herbst Theater C&M,"(37.7795732, -122.42101)",92.0
5385,Judie's Tacos Locos,"(37.8067864, -122.4314179)",92.0
5386,Three Twins Ice Cream Wharf,"(37.8083426, -122.4135703)",94.6666666667
5387,Front Door Cafe,"(37.7918198, -122.3989854)",98.0
5389,Craftsman and Wolves The Den,"(37.7268861, -122.3914937)",100.0
5390,Hang Ah Tea Room,"(37.7932632, -122.4073015)",83.0
5391,Hashiri,"(37.7831714, -122.4077471)",96.0
5393,5th Avenue Deli & Market,"(37.7953898, -122.3961067)",87.2
5394,Cafe Reveille,"(37.7735299, -122.3920561)",90.0
5395,Washington Square Inn,"(37.8012695, -122.4091114)",95.0
5396,The Blue Light,"(37.7973925999999, -122.4317439)",90.8888888889
5397,Mister Jiu's,"(37.7937328999999, -122.4065966)",100.0
5398,Silver Market Inc.,"(37.7302934999999, -122.4044561)",70.0
5399,Christopher Elbow Chocolates,"(37.7766871, -122.423115)",90.0
5400,Win Garden,"(37.7346918, -122.4339525)",88.0
5402,The Perennial Restaurant,"(37.7768524, -122.4151327)",85.0
5403,Paramo Coffee,"(37.7768668, -122.4153128)",93.3333333333
5404,Gus's Community Market,"(37.7638201, -122.4127631)",94.0
5405,Fiorella,"(37.781835, -122.4845209)",90.0
5406,Mission Foodhall,"(37.7650668, -122.4221138)",100.0
5407,Taco Bell Cantina #31685,"(37.7783318, -122.3926255)",99.0
5410,Lightening Foods,"(37.7921145, -122.3999415)",91.75
5411,Pa'ina Restaurant and Lounge,"(37.7850022, -122.4323961)",100.0
5412,Alcatraz Landing Cafe,"(37.8066566, -122.4044573)",91.0
5413,Beber,"(37.7833136, -122.4618978)",100.0
5415,Sushi Fantastic,"(37.789146, -122.3943081)",90.0
5416,Chantal Guillon,"(37.7646972, -122.4333552)",100.0
5417,The Temporarim,"(37.7552528, -122.4235786)",90.0
5418,Guckenheimer@Google One Market,"(37.7938462, -122.3948366)",100.0
5420,The Spanish Table,"(37.7833569, -122.4608056)",96.0
5421,Ceceilias Gardens,"(37.7278702, -122.4770819)",100.0
5423,T-28 Bakery & Caf��,"(37.742515, -122.4851305)",91.6
5424,Alimento,"(37.7996108, -122.4096146)",91.5
5425,Thoughts Style Cuisine Showroom,"(-23.2826498, -46.7230772)",81.0
5426,Ben Thai Cafe,"(37.7892273, -122.4205627)",77.0909090909
5427,Curry Express,"(37.7280844, -122.4767317)",84.0
5428,Pressed Juicery,"(37.7844257, -122.4064539)",98.0
5429,Orens Hummus Catering,"(37.7891638, -122.4029793)",100.0
5430,La Boulangerie De San Francisco,"(37.7877144, -122.4340879)",96.0
5431,La Boulangerie De San Francisco,"(37.7517457, -122.4295173)",91.25
5433,La Boulangerie De San Francisco,"(37.7767677, -122.424879)",92.0
5434,La Boulangerie de San Francisco,"(37.7975272, -122.4308645)",90.8888888889
5435,Alamo Drafthouse Cinema,"(37.7562123, -122.4192281)",91.0
5436,Panera Bread,"(37.7758195, -122.3938922)",99.0
5439,John Colins,"(37.7869191, -122.4003207)",88.0
5440,Mr. & Mrs. Tea House LLC,"(37.783173, -122.465245)",88.8
5441,Sour Flour,"(37.768712, -122.3902089)",100.0
5442,Sow Juice Bar,"(37.7955703, -122.3933208)",100.0
5443,Nucha,"(37.782714, -122.440428)",100.0
5444,Petite Deli & Picnic,"(37.8017291, -122.4120014)",96.0
5445,New Upper Terrace Market,"(37.7618836, -122.44532)",80.0
5446,Chica,"(37.8005313, -122.4018223)",87.0
5447,Maysoon's Pizza,"(37.7861271, -122.4169839)",79.7142857143
5451,Torraku Ramen,"(37.7697799, -122.4120353)",88.0
5452,The Fine Mousse,"(37.7953932, -122.4131214)",84.0
5453,Nojo,"(37.7767014, -122.4214817)",94.0
5455,Marla Bakery,"(37.7946507, -122.3998262)",100.0
5456,Happy Family Gourmet Inc,"(37.7431896, -122.4775176)",86.0
5457,Piccolo Forno,"(37.8013629999999, -122.412033)",92.0
5458,King of Noodles,"(37.763499, -122.4757407)",94.0
5459,Yummy Dumpling,"(37.7637957, -122.4763929)",82.0
5460,Proper Food,"(37.7938462, -122.3948366)",100.0
5461,Fei Tian Academy of the Arts California,"(37.7704764, -122.4530189)",98.0
5462,Illy Caffe SF_Battery Street,"(37.7927903, -122.4000408)",90.75
5463,Illy Caffe SF_Market St,"(37.7631491, -122.4340182)",98.0
5464,Illy Caffe San Francisco_Union,"(37.7971198, -122.4331018)",87.0
5465,Illy Caffe SF_Embarcadero,"(37.7956165, -122.3992152)",100.0
5467,Marla Bakery,"(37.755676, -122.4196146)",100.0
5468,Miyabiya Sushi and Grill,"(37.7856591, -122.4090319)",89.0
5469,El Toro,"(37.7306713, -122.4052746)",89.0
5472,Massawa Restaurant,"(37.7998471, -122.4080179)",90.3333333333
5473,Airbnb Inc,"(37.7721234, -122.4052935)",93.0
5474,Fritas Taco Truck,"(37.7297407, -122.4790729)",85.0
5475,Fort Point Beer Company,"(37.7945349, -122.3931906)",100.0
5478,Soulnese,"(37.8067864, -122.4314179)",86.0
5480,Rooster & Rice Inc.,"(37.7978964, -122.4359471)",86.0
5481,Jimmy John's,"(37.7924679, -122.3991271)",94.0
5483,3rd Cousin,"(37.7391326, -122.4136929)",100.0
5485,Y & Y Vietnamese Restaurant,"(37.7829465, -122.4691259)",87.0
5486,Connecticut Yankee,"(37.7649526999999, -122.3980695)",96.0
5489,Smashburger Store #1271,"(37.7669421, -122.409195)",98.0
5490,The Treasury,"(37.7914251, -122.4010378)",100.0
5492,Chubby Noodle,"(37.7989743, -122.4070858)",91.6666666667
5496,Ying Hui Chinese Restaurant,"(37.716745, -122.440449)",70.0
5497,Conching's Kusina,"(37.7186864, -122.439699)",76.8181818182
5498,"Binis Kitchen, LLC","(37.7887655, -122.4027468)",100.0
5499,Pak Nam Thai Cuisine,"(37.7840059, -122.4179186)",59.0
5500,The Pearl,"(37.7615192, -122.38895)",98.0
5501,Fogo de Chao,"(37.7850024, -122.4001972)",96.0
5503,Yo Soy Cafe Guatemalteco,"(37.7213927, -122.4375256)",79.0769230769
5505,Muguboka Restaurant,"(37.7771336, -122.4631165)",92.5
5507,Delicioso Creperie,"(37.7675345, -122.4111829)",96.0
5508,Bon Appetit Management Co,"(37.789999, -122.3999087)",100.0
5509,Bon Appetit Management Co,"(37.789999, -122.3999087)",100.0
5510,Chico's Pizza,"(37.7849534, -122.4139178)",98.0
5511,Chico's Pizza,"(37.780747, -122.4081357)",93.5
5513,Quickly,"(37.7635394, -122.4807512)",94.0
5514,Quickly,"(37.7278702, -122.4770819)",84.9090909091
5515,Butter Love Bakeshop,"(37.7754884, -122.4987752)",92.4
5516,Wokitchen,"(37.7721234, -122.4052935)",93.0
5518,"SK&L Trading, LLC","(37.7959083, -122.4085072)",77.0
5519,Dragoneats,"(37.7694028, -122.4500787)",93.0
5520,Eatsa,"(37.7932571, -122.3972152)",90.0
5522,Brasserie Saint James,"(37.7609227, -122.4218706)",90.0
